city,state,dispatch_health_service_area_zip
Fort Myers,FL,33907
Fort Myers,FL,33908
Fort Myers,FL,33909
Fort Myers,FL,33910
Fort Myers,FL,33911
Fort Myers,FL,33912
Fort Myers,FL,33913
Fort Myers,FL,33914
Fort Myers,FL,33915
Fort Myers,FL,33916
Fort Myers,FL,33917
Fort Myers,FL,33918
Fort Myers,FL,33919
Fort Myers,FL,33920
Fort Myers,FL,33928
Fort Myers,FL,33929
Fort Myers,FL,33931
Fort Myers,FL,33932
Fort Myers,FL,33936
Fort Myers,FL,33965
Fort Myers,FL,33966
Fort Myers,FL,33967
Fort Myers,FL,33970
Fort Myers,FL,33971
Fort Myers,FL,33972
Fort Myers,FL,33973
Fort Myers,FL,33974
Fort Myers,FL,33976
Fort Myers,FL,33982
Fort Myers,FL,33990
Fort Myers,FL,33991
Fort Myers,FL,33993
Fort Myers,FL,33994
Fort Myers,FL,34133
Fort Myers,FL,34134
Fort Myers,FL,34135
Fort Myers,FL,34136
Ocala,FL,34420
Ocala,FL,34432
Ocala,FL,34470
Ocala,FL,34471
Ocala,FL,34472
Ocala,FL,34473
Ocala,FL,34474
Ocala,FL,34475
Ocala,FL,34476
Ocala,FL,34479
Ocala,FL,34480
Ocala,FL,34481
Ocala,FL,34482
Ocala,FL,34483
Ocala,FL,34484
Ocala,FL,34489
Ocala,FL,34491
Tampa,FL,34652
Tampa,FL,34653
Tampa,FL,34654
Tampa,FL,34655
Tampa,FL,34660
Tampa,FL,34668
Tampa,FL,34677
Tampa,FL,34681
Tampa,FL,34682
Tampa,FL,34683
Tampa,FL,34684
Tampa,FL,34685
Tampa,FL,34688
Tampa,FL,34689
Tampa,FL,34690
Tampa,FL,34691
Tampa,FL,34695
Tampa,FL,34697
Tampa,FL,34698
Orlando,FL,34705
Orlando,FL,34711
Orlando,FL,34714
Orlando,FL,34715
Ocala,FL,34731
Orlando,FL,34734
Orlando,FL,34736
Orlando,FL,34737
Orlando,FL,34741
Orlando,FL,34743
Orlando,FL,34744
Orlando,FL,34746
Orlando,FL,34747
Ocala,FL,34748
Orlando,FL,34753
Orlando,FL,34756
Orlando,FL,34758
Orlando,FL,34759
Orlando,FL,34760
Orlando,FL,34761
Ocala,FL,34762
Orlando,FL,34769
Orlando,FL,34771
Orlando,FL,34772
Ocala,FL,34785
Orlando,FL,34786
Orlando,FL,34787
Columbus,OH,43001
Columbus,OH,43002
Columbus,OH,43004
Columbus,OH,43008
Columbus,OH,43013
Columbus,OH,43015
Columbus,OH,43016
Columbus,OH,43017
Columbus,OH,43018
Columbus,OH,43021
Columbus,OH,43023
Columbus,OH,43025
Columbus,OH,43026
Columbus,OH,43031
Columbus,OH,43033
Columbus,OH,43035
Columbus,OH,43040
Columbus,OH,43046
Columbus,OH,43054
Columbus,OH,43055
Columbus,OH,43056
Columbus,OH,43058
Columbus,OH,43062
Columbus,OH,43064
Columbus,OH,43065
Columbus,OH,43068
Columbus,OH,43074
Columbus,OH,43076
Columbus,OH,43077
Columbus,OH,43081
Columbus,OH,43082
Columbus,OH,43085
Columbus,OH,43086
Columbus,OH,43103
Columbus,OH,43109
Columbus,OH,43110
Columbus,OH,43112
Columbus,OH,43113
Columbus,OH,43116
Columbus,OH,43119
Columbus,OH,43123
Columbus,OH,43125
Columbus,OH,43126
Columbus,OH,43130
Columbus,OH,43136
Columbus,OH,43137
Columbus,OH,43140
Columbus,OH,43146
Columbus,OH,43147
Columbus,OH,43162
Columbus,OH,43201
Columbus,OH,43202
Columbus,OH,43203
Columbus,OH,43204
Columbus,OH,43205
Columbus,OH,43206
Columbus,OH,43207
Columbus,OH,43209
Columbus,OH,43210
Columbus,OH,43211
Columbus,OH,43212
Columbus,OH,43213
Columbus,OH,43214
Columbus,OH,43215
Columbus,OH,43216
Columbus,OH,43217
Columbus,OH,43218
Columbus,OH,43219
Columbus,OH,43220
Columbus,OH,43221
Columbus,OH,43222
Columbus,OH,43223
Columbus,OH,43224
Columbus,OH,43226
Columbus,OH,43227
Columbus,OH,43228
Columbus,OH,43229
Columbus,OH,43230
Columbus,OH,43231
Columbus,OH,43232
Columbus,OH,43235
Columbus,OH,43240
Minneapolis,MN,55001
Minneapolis,MN,55003
Minneapolis,MN,55005
Minneapolis,MN,55010
Minneapolis,MN,55011
Minneapolis,MN,55014
Minneapolis,MN,55016
Minneapolis,MN,55020
Minneapolis,MN,55024
Minneapolis,MN,55025
Minneapolis,MN,55031
Minneapolis,MN,55033
Minneapolis,MN,55038
Minneapolis,MN,55042
Minneapolis,MN,55043
Minneapolis,MN,55044
Minneapolis,MN,55047
Minneapolis,MN,55054
Minneapolis,MN,55055
Minneapolis,MN,55065
Minneapolis,MN,55068
Minneapolis,MN,55070
Minneapolis,MN,55071
Minneapolis,MN,55073
Minneapolis,MN,55075
Minneapolis,MN,55076
Minneapolis,MN,55077
Minneapolis,MN,55082
Minneapolis,MN,55083
Minneapolis,MN,55085
Minneapolis,MN,55090
Minneapolis,MN,55092
Minneapolis,MN,55101
Minneapolis,MN,55102
Minneapolis,MN,55103
Minneapolis,MN,55104
Minneapolis,MN,55105
Minneapolis,MN,55106
Minneapolis,MN,55107
Minneapolis,MN,55108
Minneapolis,MN,55109
Minneapolis,MN,55110
Minneapolis,MN,55111
Minneapolis,MN,55112
Minneapolis,MN,55113
Minneapolis,MN,55114
Minneapolis,MN,55115
Minneapolis,MN,55116
Minneapolis,MN,55117
Minneapolis,MN,55118
Minneapolis,MN,55119
Minneapolis,MN,55120
Minneapolis,MN,55121
Minneapolis,MN,55122
Minneapolis,MN,55123
Minneapolis,MN,55124
Minneapolis,MN,55125
Minneapolis,MN,55126
Minneapolis,MN,55127
Minneapolis,MN,55128
Minneapolis,MN,55129
Minneapolis,MN,55130
Minneapolis,MN,55131
Minneapolis,MN,55133
Minneapolis,MN,55144
Minneapolis,MN,55145
Minneapolis,MN,55146
Minneapolis,MN,55150
Minneapolis,MN,55155
Minneapolis,MN,55164
Minneapolis,MN,55170
Minneapolis,MN,55303
Minneapolis,MN,55304
Minneapolis,MN,55305
Minneapolis,MN,55306
Minneapolis,MN,55311
Minneapolis,MN,55315
Minneapolis,MN,55316
Minneapolis,MN,55317
Minneapolis,MN,55318
Minneapolis,MN,55322
Minneapolis,MN,55323
Minneapolis,MN,55327
Minneapolis,MN,55331
Minneapolis,MN,55337
Minneapolis,MN,55339
Minneapolis,MN,55340
Minneapolis,MN,55343
Minneapolis,MN,55344
Minneapolis,MN,55345
Minneapolis,MN,55346
Minneapolis,MN,55347
Minneapolis,MN,55352
Minneapolis,MN,55356
Minneapolis,MN,55357
Minneapolis,MN,55359
Minneapolis,MN,55360
Minneapolis,MN,55361
Minneapolis,MN,55364
Minneapolis,MN,55367
Minneapolis,MN,55368
Minneapolis,MN,55369
Minneapolis,MN,55372
Minneapolis,MN,55373
Minneapolis,MN,55374
Minneapolis,MN,55375
Minneapolis,MN,55378
Minneapolis,MN,55379
Minneapolis,MN,55384
Minneapolis,MN,55386
Minneapolis,MN,55387
Minneapolis,MN,55388
Minneapolis,MN,55391
Minneapolis,MN,55397
Minneapolis,MN,55401
Minneapolis,MN,55402
Minneapolis,MN,55403
Minneapolis,MN,55404
Minneapolis,MN,55405
Minneapolis,MN,55406
Minneapolis,MN,55407
Minneapolis,MN,55408
Minneapolis,MN,55409
Minneapolis,MN,55410
Minneapolis,MN,55411
Minneapolis,MN,55412
Minneapolis,MN,55413
Minneapolis,MN,55414
Minneapolis,MN,55415
Minneapolis,MN,55416
Minneapolis,MN,55417
Minneapolis,MN,55418
Minneapolis,MN,55419
Minneapolis,MN,55420
Minneapolis,MN,55421
Minneapolis,MN,55422
Minneapolis,MN,55423
Minneapolis,MN,55424
Minneapolis,MN,55425
Minneapolis,MN,55426
Minneapolis,MN,55427
Minneapolis,MN,55428
Minneapolis,MN,55429
Minneapolis,MN,55430
Minneapolis,MN,55431
Minneapolis,MN,55432
